SkillName	Property	SkillId	SkillType	SkillForm	StartPosition	Kind	SkillStyle	SkillGenus	ReplaceType	AppendDamageP	ShotNumber	FactionLimit	RouteLimit	SkillIcon	PreCastEffectId	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	StateTime	IsNoClearOnDeath	StateType	IsAura	LRSkill	NeedShadow	AttackRadius	IgnoreDistance	MslsGenerate	MslsGenerateData	ChildSkillId	ChildSkillLevel	ChildSkillNum	IsMissileSkill	CastActionId	EventSkillLevel	IsMelee	WaitTime	ClientOnly	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	IsDamage	TargetOnly	Relation	IsUseAR	StartSkillId	FlySkillId	FlyEventTime	CollidSkillId	VanishedSkillId	HitSkillId	ReqLevel	MaxLevel	WeaponLimit	HorseLimit	AngerLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	ClassName	SkillDesc
Thiên Thù Vạn Độc	Hỗ trợ bị động	271	3					1			-1			\image\icon\fightskill\wudu\huaxuejiemai.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	100	10	0	0	0	0	0		0					0	0	0	0	1	qianzhuwandu	Tuyệt học trấn phái Ngũ Độc, tăng toàn bộ năng lực chiến đấu đao pháp.
Khu Độc Thuật	Hỗ trợ bị động	272	3					1			-1			\image\icon\fightskill\wudu\chuanyipojia.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	60	10	0	0	0	0	0		0					0	0	0	0	1	qudushu	Sinh lực còn 25% thì bản thân sẽ phóng thích sương độc trong phạm vi lớn
Khu Độc Thuật & Tử		273	5	1	3		specialattack	1										0	0	0			0	2	0	0	0	0	0	154	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	2	1	qudushu_child	
Đoạn Cân Hủ Cốt	Hỗ trợ bị động	274	3					1			-1			\image\icon\fightskill\wudu\duanjinfugu.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	100	10	0	0	0	0	0		0					0	0	0	0	1	duanjinfugu	Tuyệt học trấn phái Ngũ Độc, tăng toàn bộ năng lực chiến đấu chưởng pháp.
Tôi Độc Thuật_Đồng đội	Vòng sáng hỗ trợ tấn công	275	4	1	1		stolenassistant	1			-1			\image\icon\fightskill\tangmen\cuidushu.spr				503	0	45			1	2	0	0	0	0	0	40	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	30	10	0	0	0	0	0		0					1	0	0	0	1	cuidushu_team	Tăng sát thương chí mạng cho mình và đồng đội trong vòng sáng.
Phật Tâm Từ Hựu_Đồng đội	Vòng sáng hỗ trợ phòng thủ	276	4	1	1			1			-1			\image\icon\fightskill\emei\foxinciyou.spr				504	0	90			1	2	0	0	0	0	0	71	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	40	20	0	0	0	0	0		0					1	0	0	0	1	foxinciyou_team	
Mộng Điệp_Đồng đội	Vòng sáng hỗ trợ hồi phục	277	4	1	1			1			-1			\image\icon\fightskill\emei\mengdie.spr				506	0	90			1	2	0	0	0	0	0	75	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	20	20	0	0	0	0	0		0					1	0	0	0	1	mengdie_team	
Thanh Âm Phạn Xướng_Đồng đội	Vòng sáng hỗ trợ phòng thủ	278	4	1	1			1			-1			\image\icon\fightskill\emei\qingyinfanchang.spr				507	0	90			1	2	0	0	0	0	0	77	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	teamnoself	0	0	0	0	0	0	0	50	20	0	0	0	0	0		0					1	0	0	0	1	qingyinfanchang_team	
Phi Tự Phiêu Hoa_Tử	Chủ động tấn công nội công	279	5	5	2		specialattack				-1							0	0	0			0	0	0	0	0	4	36	496	-1	3	1	11	-1	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	10	0	0	0	0	64		0					0	0	0	3	1	jiancuiadvancedbook	Liên tục tấn công kẻ địch trong phạm vi chỉ định.
Vạn Phật Quy Tông	Hỗ trợ bị động	280	3					1			-1			\image\icon\fightskill\emei\wanfoguizong.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	100	10	0	0	0	0	0		0					0	0	0	0	1	wanfoguizong	Tuyệt học trấn phái Nga My, tăng toàn bộ năng lực chiến đấu chưởng pháp.
Nộ khí (Thường)-Tật		281	1	5	1						1			\image\icon\fightskill\public\rage_normal.spr	262			0	0	0			0	0	1	80	0	2	4	282	-1	10	0	9	12	1	0	0	0	0	0	0	1	1	0	npc	0	393	0	0	0	0	0	0	0	0	0	1	0	0		0					0	0	0	0	1	rage_normal	Tấn công nhanh, tăng tốc độ di chuyển<enter>Có tác dụng với quái
Nộ khí (Thường)_Tử		282	5	0	3						1			\image\icon\fightskill\public\rage_normal.spr				0	0	0			0	0	0	0	0	0	0	254	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0					0	0	0	0	1	rage_normal	
Nộ khí (Kim)-Chấn		283	1	4	1						1			\image\icon\fightskill\public\rage_gold.spr	263			0	0	0			0	0	1	520	0	1	20	284	-1	0	0	9	0	0	0	0	0	0	54	54	0	0	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	32		0					0	0	0	1	1	rage_gold	Phát ra vô số chấn động<enter>Có tác dụng với quái
Nộ khí (Kim)_Tử		284	5	6	1						1			\image\icon\fightskill\public\rage_gold.spr				0	0	0			0	0	0	0	0	2	7	255	-1	2	1	14	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	192		0					0	0	0	1	1	rage_gold	
Nộ khí (Mộc)-Tập		285	5	4	1						1			\image\icon\fightskill\public\rage_wood.spr	264			0	0	0			0	0	0	520	0	0	0	286	-1	5	0	11	0	0	0	0	0	0	36	36	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	224		0					0	0	0	2	1	rage_wood	Phóng ám khí tẩm độc ra tứ phía.<enter>Có tác dụng với quái
Nộ khí (Mộc)_Tử		286	5	4	1						1			\image\icon\fightskill\public\rage_wood.spr				0	0	0			0	0	0	0	0	2	2	256	-1	13	1	11	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	224		2					0	0	0	2	1	rage_wood	
Nộ khí (Mộc)-Hàn		287	5	6	3						1			\image\icon\fightskill\public\rage_water.spr	265			0	0	0			0	0	0	520	0	4	27	257	-1	5	1	11	-1	0	0	0	0	0	54	54	0	0	0	npc	0	0	0	0	394	0	0	0	0	0	0	1	0	256		0					0	0	0	3	1	rage_water	Đóng băng rộng, giải băng sẽ bị chí mạng<enter>Có tác dụng với quái
Nộ khí (Thủy)_Tử Tử_Bão băng		288	5	1	1						1			\image\icon\fightskill\public\rage_water.spr				0	0	0			0	0	0	0	0	0	0	258	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0					0	0	0	3	1	rage_water_child2	
Nộ khí (Hỏa)-Viêm		289	5	4	1						1			\image\icon\fightskill\public\rage_fire.spr	266			0	0	0			0	0	0	520	0	0	0	290	-1	4	0	11	0	0	0	0	0	0	54	54	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	196		0					0	0	0	4	1	rage_fire	Lửa cháy mãnh liệt trong phạm vi cực lớn.<enter>Có tác dụng với quái
Nộ khí (Hỏa)_Tử_Màn đạn tán loạn		290	5	4	1						1			\image\icon\fightskill\public\rage_fire.spr				0	0	0			0	0	0	0	0	2	2	267	-1	5	1	11	-1	0	0	0	0	0	0	0	0	0	0	npc	0	0	299	7	0	299	0	0	0	0	0	1	0	96		2					0	0	0	4	1	rage_fire	
Nộ khí (Thổ)-Huyễn		291	5	4	3						1			\image\icon\fightskill\public\rage_earth.spr	267			0	0	0			0	0	0	520	0	0	0	261	-1	16	1	11	-1	0	0	0	0	0	54	54	1	1	0	npc	0	300	0	0	0	0	0	0	0	0	0	1	0	512		0					0	0	0	5	1	rage_earth	Lôi trận bao vây đối thủ, cuồng phong tứ phía.<enter>Có tác dụng với quái
Nộ khí (Thổ)_Tử Tử_Hình tròn thời gian kéo dài		292	5	4	1						1			\image\icon\fightskill\public\rage_earth.spr				0	0	0			0	0	0	0	0	2	1	262	-1	16	1	11	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	0	1	0	96		0					0	0	0	5	1	rage_earth_child	
Hình tròn hình quạt kết hợp hình sao		293	5	4	1						1			\image\icon\fightskill\public\rage_wood.spr	264			0	0	0			0	0	0	520	0	0	0	294	-1	5	0	11	0	0	0	0	0	0	54	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	0	0	64		0					0	0	0	2	1	rage_wood	
Hình tròn hình quạt kết hợp hình sao_Tử		294	5	3	1						1			\image\icon\fightskill\public\rage_wood.spr				0	0	0			0	0	0	0	0	5	2	256	-1	15	1	11	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	0	0	32		2					0	0	0	2	1	rage_wood	
Hai hình quạt kết hợp khuếch tán hai bên		295	5	3	1						1			\image\icon\fightskill\public\rage_wood.spr	264			0	0	0			0	0	0	520	0	0	0	296	-1	5	0	11	0	0	0	0	0	0	54	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	0	0	64		2					0	0	0	2	1	rage_wood	
Hai hình quạt kết hợp khuếch tán hai bên_Tử		296	5	3	1						1			\image\icon\fightskill\public\rage_wood.spr				0	0	0			0	0	0	0	0	5	2	256	-1	15	1	11	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	0	0	32		2					0	0	0	2	1	rage_wood	
Ngân Tùy Hỏa Kính		297	5	4	2						1			\image\icon\fightskill\public\rage_fire.spr	266			0	0	0			0	0	0	520	0	0	0	263	-1	1	1	11	-1	0	0	0	0	0	540	0	0	0	0	npc	0	0	298	9	0	0	0	0	0	0	1	0	0	0		0				2	0	0	0	4	1	rage_fire	Bản thân di chuyển phát ra đuôi lửa kéo dài, thiêu đối đối thủ lân cận.<enter>Chỉ thi triển khi cuồng nộ, có tác dụng với quái.
Ngân Tùy Hỏa Kính_Tử		298	5	2	1						1			\image\icon\fightskill\public\rage_fire.spr				0	0	0			0	0	0	0	0	0	0	264	-1	2	1	14	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	0	0	192		0					0	0	0	4	1	rage_fire	
Nộ khí (Hỏa)_Tử Tử_Lửa phun		299	5	1	1						1			\image\icon\fightskill\public\rage_fire.spr				0	0	0			0	0	0	0	0	1	5	260	-1	1	1	14	0	0	0	0	0	0	0	0	1	1	0	npc	0	0	0	0	0	0	0	0	0	0	1	1	0	0		0					0	0	0	4	1	rage_fire	
Nộ khí (Thổ)_Tử_Trung tâm gió bão		300	5	1	3						1			\image\icon\fightskill\public\rage_earth.spr				0	0	0			0	0	0	520	0	0	0	266	-1	1	1	11	-1	0	0	0	0	0	54	0	0	0	0	npc	0	0	292	12	0	0	0	0	0	0	1	1	0	0		0					0	0	0	5	1	rage_earth	
Hệ thống nhiệm vụ_Nhiệm vụ chính tuyến mới_Đỉnh đầu		301	2								-1							11	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Giao nhiệm vụ chính tuyến_Đỉnh đầu		302	2								-1							12	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Nhiệm vụ chính tuyến mới_Bản đồ nhỏ		303	2								-1							13	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Giao nhiệm vụ chính tuyến_Bản đồ nhỏ		304	2								-1							14	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Nhận nhiệm vụ		305	5	1	1						-1							83	0	35			0	2	0	0	0	0	0	201	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Hoàn thành nhiệm vụ		306	5	1	1						-1							84	0	35			0	2	0	0	0	0	0	202	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Pháo hoa		307	5	1	1						-1							0	0	0			0	2	0	0	0	0	0	203	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc Tấn công tay cận chiến (Không)		308	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	171	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công tay cận chiến (Kim)		309	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	172	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công tay cận chiến (Mộc)		310	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	173	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công tay cận chiến (Thuỷ)		311	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	174	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công tay cận chiến (Hỏa)		312	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	175	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công tay cận chiến (Thổ)		313	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	176	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Tấn công khí tầm trung (Không)		314	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	177	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công khí tầm trung (Kim)		315	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	178	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công khí tầm trung (Mộc)		316	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	179	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công khí tầm trung (Thủy)		317	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	180	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công khí tầm trung (Hỏa)		318	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	181	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công khí tầm trung (Thổ)		319	5	0	1		rangephysicalattack				-1							0	0	0			0	0	0	300	0	0	0	182	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Tấn công khí tầm xa (Không)		320	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	183	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công khí tầm xa (Kim)		321	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	184	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công khí tầm xa (Mộc)		322	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	185	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công khí tầm xa (Thủy)		323	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	186	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công khí tầm xa (Hỏa)		324	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	187	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công khí tầm xa (Thổ)		325	5	0	1		rangemagicattack				-1							0	0	0			0	0	0	520	0	0	0	188	-1	1	1	11	0	0	0	0	0	0	0	0	0	1	0	enemy	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
Tỷ thí thắng lợi		326	2								-1							62	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Tỷ thí thất bại		327	2								-1							63	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Bước nhiệm vụ		328	5	1	1						-1							85	0	60			0	2	0	0	0	0	0	205	-1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Đang hiển thị đối thoại		329	2								-1							64	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hội Đồ Thuật		330	3								-1			\image\icon\fightskill\public\drawing.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	empty	Đến gặp Thẩm Quát học Hội Đồ Thuật, xem địa hình rồi vẽ thành sách bản đồ, khi vẽ bản đồ cái quan trọng là phải giữ giấy cho thẳng.<enter>Đẳng cấp càng cao, xác suất vẽ thành công càng lớn.
Khai Tỏa Thuật		331	3								-1			\image\icon\fightskill\public\unlock.spr				0	0	0			0	3	0	0	0	0	0	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	10	0	0	0	0	0		0					0	0	0	0	1	empty	Dùng kỹ năng mở bảo rương. Đẳng cấp càng cao, xác suất mở bảo rương thành công càng lớn.
Tu Luyện Châu tăng kinh nghiệm		332	2			8					-1							65	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	enhance_exp	
Tu Luyện Châu tăng may mắn		333	2			8					-1							66	0	0	1	1	0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	enhance_luck	
Hệ thống nhiệm vụ_Nhiệm vụ phụ tuyến mới_Đỉnh đầu		334	2								-1							67	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Giao nhiệm vụ phụ tuyến_Đỉnh đầu		335	2								-1							68	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Nhiệm vụ phụ tuyến mới_Bản đồ nhỏ		336	2								-1							69	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
Hệ thống nhiệm vụ_Giao nhiệm vụ phụ tuyến_Bản đồ nhỏ		337	2								-1							70	0	0			0	2	0	0	0	0	0	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	self	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	empty	
npc Tấn công kiếm cận chiến (Không)		338	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	189	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công kiếm cận chiến (Kim)		339	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	190	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công kiếm cận chiến (Mộc)		340	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	191	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công kiếm cận chiến (Thủy)		341	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	192	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công kiếm cận chiến (Hỏa)		342	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	193	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công kiếm cận chiến (Thổ)		343	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	194	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Tấn công đao cận chiến (Không)		344	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	195	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công đao cận chiến (Kim)		345	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	196	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công đao cận chiến (Mộc)		346	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	197	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công đao cận chiến (Thủy)		347	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	198	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công đao cận chiến (Hỏa)		348	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	199	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công đao cận chiến (Thổ)		349	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	200	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
npc Tấn công côn cận chiến (Không)		350	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	206	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	0	1	normalattack	
npc Tấn công côn cận chiến (Kim)		351	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	207	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	1	1	goldnormalattack	
npc Tấn công côn cận chiến (Mộc)		352	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	208	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	2	1	woodnormalattack	
npc Tấn công côn cận chiến (Thủy)		353	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	209	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	3	1	waternormalattack	
npc Tấn công côn cận chiến (Hỏa)		354	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	210	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	4	1	firenormalattack	
npc Tấn công côn cận chiến (Thổ)		355	5	1	2		meleephysicalattack				-1							0	0	0			0	0	0	80	0	0	0	211	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	0	enemy	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0					0	0	0	5	1	earthnormalattack	
